sample_id,stratum,orig_idx,cityname,state,price,square_feet,bedrooms,bathrooms,amenity_count,price_vs_zori_ratio,snorkel_proba_scam,snorkel_label,source,has_photo,lfs_fired,title,body,true_label,note
126,hunter_freeform_expensive,51349,Sag Harbor,NY,5416.0,2000,4.0,2.0,2,0.2565373179681924,0.3700487470811693,0,Nest Seekers,No,(computed),Old World Charm in Sag Harbor Village,"WebID 1086492 Romantic farmhouse offering 4 beds and 2 bathrooms, in the historic district of Sag Harbor Village lets you enjoy and experience old world charm without sacrificing state of the art day ammenities. Come and enjoy the relaxation on the wrap-around porch or in the lovely garden on the wisteria covered dining terrace.The home/office and additional artist studio/barn provide extra space. The house has been featured in elle decor for it's light and spacious look. Located in the middle of Sag Harbor Village with its diverse restaurants, shops ,art galleries and bay beaches as well as the Jitney, you have everything at your finger tips and yet once out back in the lovely gardens you can relax and enjoy the sounds of nature..... 15 Grand St Sag Harbor  Master Bedroom on 1st Floor Room for a Pool Heat None / Mainland Family Room/Den Bathroom on 1st Floor Great Room Workshop OHW Linens Basement Breakfast nook  James Giugliano tel: 631.287.9260x4381 mobile: 631.456.XXXX XXXX@nestseekers.com",not_scam,"expensive-area listing but plausible (off-season, neighborhood variance, or legit luxury)"
127,hunter_freeform_expensive,38146,Malibu,CA,2700.0,1056,2.0,2.0,1,0.2524206373204387,0.3300081929784342,0,RentDigs.com,Yes,(computed),"Average Rent $2,700 a month - That's a STEAL. Will Consider!","3 to six month Rental. 2 Bedrooms two Bathrooms Unfurnished Unit. Spacious living room and dinning area. Upgraded Baths. Large bedroom closets. Complex has pool, spa and two laundry rooms. Unit has two dedicated parking spots. Pepperdine Students with parents on lease ok. Less than five minuites to Zuma Beach and seven minuite to down town. non smoker Unit.",scam,"Malibu $2700 2BR with title ""STEAL"" — student short-term framing but price/language pattern reads as bait"
128,hunter_freeform_expensive,43481,Malibu,CA,4500.0,1201,1.0,2.0,1,0.4207010622007311,0.3300081929784342,0,RentDigs.com,Yes,(computed),Beautiful 1 BR residence located in the heart of.,"Enter into a large living room with an open kitchen that is ideal for entertaining. Continue onto a private, ocean- balcony that provides an ideal indoor-outdoor living area. Downstairs there is a sizable master suite that spans open to an additional outdoor entertaining area and garden. Close proximity to Country Mart, Farmers Market, the Lumber Yard, Pier and Pepperdine University.",not_scam,"expensive-area listing but plausible (off-season, neighborhood variance, or legit luxury)"
129,hunter_freeform_expensive,36717,Malibu,CA,4000.0,992,2.0,1.5,5,0.3739564997339832,0.4803002135753265,0,RentDigs.com,Yes,(computed),"Two BR Apartment - Featuring beautiful panoramic ocean, mountain.","& city lights views spanning over Legacy Park from 1 of the best located townhouses in the complex. Live the lifestyle in the HEART of with beautiful beaches, surfing, hiking, and shopping & dining, near by. Enjoy vast views from living room, balcony, and master. This unit offers remodeled kitchen with stainless appliances & granite counter-tops, wood flooring in living room and up-to-date bathrooms. An ideal layout with bedrooms upstairs and living spaces downstairs. No neighbors above or below. Live close to beaches including famous Surfrider Beach, Lagoon, as well as Pepperdine, Legacy Park, Country Mart, Bluffs Park, movies, restaurants & shopping. The Canyon Village complex offers pool, lighted tennis, workout room, gate with guard, and 24hr. 2 Car side-by-side subterranean parking. Current furnishings may differ from images.",not_scam,"expensive-area listing but plausible (off-season, neighborhood variance, or legit luxury)"
130,hunter_freeform_expensive,25093,Malibu,CA,4600.0,1300,1.0,2.0,2,0.4300499746940807,0.3300081929784342,0,RentDigs.com,Thumbnail,(computed),furnished Two BR Two BA guest unit on large ocean estate.,"Entire bottom floor of two story home, gated, private, with swimmers pool. Utilities included in rent including high speed Fios, Beaches and hiking trails right outside your door, 25 acres of fruit trees and incredible coastline and sunset views. Available for 6 month or longer rental $250 nonrefundable cleaning fee. No Smoking good credit and references a must. Tenant to provide Rentspree Tenant report with application.",not_scam,"expensive-area listing but plausible (off-season, neighborhood variance, or legit luxury)"
131,hunter_freeform_expensive,38153,Malibu,CA,4350.0,986,2.0,2.0,3,0.4066776934607067,0.3300081929784342,0,RentDigs.com,Yes,(computed),Apartment in move in condition in Malibu. Parking Available!,"Stunning, newly up-to-date 2 beds residence with panoramic ocean and coastline views. The home provides an open floor plan that flows from the living room to the kitchen, and finally to the outside, with a large, private outdoor balcony. Each bedroom has its own private, newly updated bathroom, large closets and beautiful wood floors. The residence is located in close proximity to, and the heart of. Designated parking provided.",not_scam,"expensive-area listing but plausible (off-season, neighborhood variance, or legit luxury)"
132,hunter_freeform_expensive,34968,Beverly Hills,CA,2095.0,800,1.0,1.0,1,0.2918153552119631,0.5,-1,RentDigs.com,Yes,(computed),"Spacious One BR, One BA","Rare Find! Beautiful recently up-to-date second floor corner one beds 1 baths apartment with bonus room can be office wood floors, lots of closet space. Building on peaceful with laundry area & parking. Amazing area, close to everything! Move-In Special for Cedar Sinai Employees Cats not allowed, Dogs not allowed.",scam,Beverly Hills $2095 1BR — impossibly cheap (BH 1BR is $3500-5000+); Cedar Sinai discount cannot explain gap
133,hunter_freeform_expensive,12764,Beverly Hills,CA,2950.0,746,1.0,1.0,6,0.4109094500598049,0.6523325469262273,1,RentDigs.com,No,(computed),One BR Apartment - Situated on a tranquil in Prime.,"This spacious one beds, 1 baths unit is full of charm and character. Filled with an abundance of natural light this tastefully updated unit has no walls, creating a tranquil and private space. Upgrades include new flooring throughout, air conditioned unit in Living Room, top of the line kitchen appliances including dishwasher, stove, refrigerator, Quartz counters and large breakfast nook. The spare room off the hallway could easily serve as an office nook, pantry or storage area. Large spacious closets and shelving can be found throughout and the recently updated bathroom offers a wonderfully tiled shower and bathtub. Community washer & dryer and 1 assigned, uncovered parking space included. Close to shopping, restaurants and markets.",unsure,Beverly Hills $2950 1BR — below market but less extreme than 132; could be older small unit
134,hunter_freeform_expensive,38094,Pacific Palisades,CA,2598.0,1100,2.0,1.0,4,0.4452662488256084,0.4803002135753265,0,RentDigs.com,Yes,(computed),"Studio, One BA, safe neighborhood","W. Sunset,: $1, 200 off Move In Costs, UP-TO-DATE STUDIO with Large Balcony! - Spacious and updated studio. South facing unit overlooking the crystalline heated pool., Your home features new wood-like vinyl flooring throughout, new slate counters in the kitchen and bathroom and new refaced ""white shaker"" cabinets. The ceiling is smooth textured and there is a private balcony off the living space to enjoy the beautiful sunsets., Your appliances include an electric stove range, dishwasher and space saver microwave. Refrigerator available for $35/month rental charge. Your kitchen is spacious and the unit has nice size closet space. New dual pane windows and sliding glass door were just installed, along with recessed lights throughout., You live close to Gladstones, Westside Waldorf school, The Lake Shrine Realization, VONS, hiking trails, the newly completed Caruso shopping area in The Villages, featuring Vintage Grocers, Amazon Bookstore, Ralphs, Gelson's, Chase Bank",not_scam,"expensive-area listing but plausible (off-season, neighborhood variance, or legit luxury)"
135,hunter_freeform_expensive,31312,Pacific Palisades,CA,2895.0,900,2.0,2.0,2,0.4961685105273811,0.3300081929784342,0,RentDigs.com,Yes,(computed),Sunny second floor unit in well maintained building.,"Unit up-to-date with refinished wood floors and paint. Original kitchen and baths are in nice condition. Kitchen up-to-date with new refrigerator, stove, microwave and floor. Fresh and clean apartment. Laundry on premises in area.",not_scam,"expensive-area listing but plausible (off-season, neighborhood variance, or legit luxury)"
