sample_id,stratum,orig_idx,cityname,state,price,square_feet,bedrooms,bathrooms,amenity_count,price_vs_zori_ratio,snorkel_proba_scam,snorkel_label,source,has_photo,lfs_fired,title,body,true_label,note
51,top_new,39555,Waltham,MA,1890.0,300,1.0,1.0,3,0.8170726963496988,0.9341874999478954,1,RentDigs.com,Yes,(computed in renderer),Waltham - 1bd/One BA 300sqft Apartment for rent,"NOTICE: You can now easily reserve our lowest rates available on-line! To unlock these rates, click ""Visit the property's management "" under the Helpful Details section below, and reserve today!Welcome to Extended Stay America, your solution for short term housing. Enjoy a furnished terrific price with free utilities, free cable, free Wi-Fi, no lease to sign, and no credit check! means you won't have to pay extra monthly bills for electric, gas, water, cable, or internet, that could mean a savings of several hundred dollars each month!Each of our furnished, pets allowed studios comes equipped with a refrigerator, stove top, microwave, toaster, and coffee maker. You'll also enjoy our convenient on-site laundry facilities and free grab-and-go breakfast every morning. Housekeeping services are also Additional charges may apply. Booking restrictions and taxes apply.",not_scam,"RentDigs.com NOTICE-style boilerplate + 300sqft placeholder, plausible city pricing"
52,top_new,25474,Denver,CO,1080.0,270,1.0,1.0,3,0.7157006521333366,0.9341874999478954,1,RentDigs.com,Yes,(computed in renderer),"Denver, Great Location, One BR Apartment.","NOTICE: You can now easily reserve our lowest rates available on-line! To unlock these rates, click ""Visit the property's management "" under the Helpful Info section below, and reserve today!Welcome to Extended Stay America, your solution for short term housing. Enjoy a furnished good price with free utilities, free cable, free Wi-Fi, no lease to sign, and no credit check! means you won't have to pay extra monthly bills for electric, gas, water, cable, or internet, that could mean a savings of several hundred dollars each month!Each of our furnished, ok for pets studios comes equipped with a refrigerator, stove top, microwave, toaster, and coffee maker. You'll also enjoy our convenient on-site laundry facilities and free grab-and-go breakfast every morning. Housekeeping services are also Additional charges may apply. Booking restrictions and taxes apply.",not_scam,"RentDigs.com NOTICE-style boilerplate + 300sqft placeholder, plausible city pricing"
53,top_new,63243,Richmond,VA,1019.0,1320,2.0,1.0,7,0.9908937918402776,0.93484044093931,1,RentDigs.com,No,(computed in renderer),Two BR Apartment - Large & Bright,"Take loft living to the next Hudson. We offer newly upgraded one, two, and 3 beds spacious apartments in the lively city of, VA. Our pets allowed community is the definition of industrial chic with its tasteful designs, hallway painting, flexible spaces and coveted amenities. You ll love diving into this full-service apartment experience. Explore the nearby locations such as University of, Huguenot High School, Martin Luther King Jr. Middle School, Blackwell Elementary School, the VCU campus and Carytown. Stroll by the James River, visit the beautiful Forest Hill Park and its stone house known as Boscobel or tour around the historic area of Shockoe Bottom which hosts the Edgar Allan Poe Museum, Adam Craig House as well as various popular restaurants. When the time comes, the Interstate 95 provides for an easy commute to s West End, Short Pump, MCV and many other places.",not_scam,"RentDigs.com NOTICE-style boilerplate + 300sqft placeholder, plausible city pricing"
54,top_new,39557,Waltham,MA,2100.0,300,1.0,1.0,4,0.9078585514996652,0.9341874999478954,1,RentDigs.com,Yes,(computed in renderer),Lease Spacious 1+1. Approx 300 sf of Living Space. Parking Available!,"NOTICE: You can now easily reserve our lowest rates available on-line! To unlock these rates, click ""Visit the property's management "" under the Helpful Details section below, and reserve today!Welcome to Extended Stay America, your solution for short term housing. Enjoy a furnished good price with free utilities, free cable, free Wi-Fi, no lease to sign, and no credit check! means you won't have to pay extra monthly bills for electric, gas, water, cable, or internet, that could mean a savings of several hundred dollars each month!Each of our furnished, pets allowed studios comes equipped with a refrigerator, stove top, microwave, toaster, and coffee maker. You'll also enjoy our convenient on-site laundry facilities and free grab-and-go breakfast every morning. Housekeeping services are also Additional charges may apply. Booking restrictions and taxes apply.",not_scam,"RentDigs.com NOTICE-style boilerplate + 300sqft placeholder, plausible city pricing"
55,top_new,9438,Columbia,MD,1470.0,300,1.0,1.0,3,0.8919582951354884,0.9341874999478954,1,RentDigs.com,Yes,(computed in renderer),Columbia - superb Apartment nearby fine dining. Pet OK!,"NOTICE: You can now easily reserve our lowest rates available on-line! To unlock these rates, click ""Visit the property's management "" under the Helpful Info section below, and reserve today!Welcome to Extended Stay America, your solution for short term housing. Enjoy a furnished terrific price with free utilities, free cable, free Wi-Fi, no lease to sign, and no credit check! means you won't have to pay extra monthly bills for electric, gas, water, cable, or internet, that could mean a savings of several hundred dollars each month!Each of our furnished, ok for pets studios comes equipped with a refrigerator, stove top, microwave, toaster, and coffee maker. You'll also enjoy our convenient on-site laundry facilities and free grab-and-go breakfast every morning. Housekeeping services are also Additional charges may apply. Booking restrictions and taxes apply.",not_scam,"RentDigs.com NOTICE-style boilerplate + 300sqft placeholder, plausible city pricing"
56,top_new,41733,Los Angeles,CA,2420.0,300,1.0,1.0,3,0.9762917022253916,0.9341874999478954,1,RentDigs.com,Yes,(computed in renderer),This Apartment is a must see!,"NOTICE: You can now easily reserve our lowest rates available on-line! To unlock these rates, click ""Visit the property's management "" under the Helpful Info section below, and reserve today!Welcome to Extended Stay America, your solution for short term housing. Enjoy a furnished terrific price with free utilities, free cable, free Wi-Fi, no lease to sign, and no credit check! means you won't have to pay extra monthly bills for electric, gas, water, cable, or internet, that could mean a savings of several hundred dollars each month!Each of our furnished, pets allowed studios comes equipped with a refrigerator, stove top, microwave, toaster, and coffee maker. You'll also enjoy our convenient on-site laundry facilities and free grab-and-go breakfast every morning. Housekeeping services are also Additional charges may apply. Booking restrictions and taxes apply.",not_scam,"RentDigs.com NOTICE-style boilerplate + 300sqft placeholder, plausible city pricing"
57,top_new,76302,Richmond,VA,1028.0,1328,2.0,1.0,7,0.9996455525140387,0.93484044093931,1,RentDigs.com,Yes,(computed in renderer),This Apartment is a must see. Pet OK!,"Take loft living to the next Hudson. We offer newly upgraded one, two, and 3 beds spacious apartments in the lively city of, VA. Our ok for pets community is the definition of industrial chic with its tasteful designs, hallway painting, flexible spaces and coveted amenities. You ll love diving into this full-service apartment experience. Explore the nearby locations such as University of, Huguenot High School, Martin Luther King Jr. Middle School, Blackwell Elementary School, the VCU campus and Carytown. Stroll by the James River, visit the beautiful Forest Hill Park and its stone house known as Boscobel or tour around the historic area of Shockoe Bottom which hosts the Edgar Allan Poe Museum, Adam Craig House as well as various popular restaurants. When the time comes, the Interstate 95 provides for an easy commute to s West End, Short Pump, MCV and many other places.",not_scam,"RentDigs.com NOTICE-style boilerplate + 300sqft placeholder, plausible city pricing"
58,top_new,13547,Raleigh,NC,1156.0,300,1.0,1.0,3,0.9829787599979336,0.9341874999478954,1,RentDigs.com,Yes,(computed in renderer),"Raleigh, One BR, One BA for rent","NOTICE: You can now easily reserve our lowest rates available on-line! To unlock these rates, click ""Visit the property's management "" under the Helpful Details section below, and reserve today!Welcome to Extended Stay America, your solution for short term housing. Enjoy a furnished terrific price with free utilities, free cable, free Wi-Fi, no lease to sign, and no credit check! means you won't have to pay extra monthly bills for electric, gas, water, cable, or internet, that could mean a savings of several hundred dollars each month!Each of our furnished, pets allowed studios comes equipped with a refrigerator, stove top, microwave, toaster, and coffee maker. You'll also enjoy our convenient on-site laundry facilities and free grab-and-go breakfast every morning. Housekeeping services are also Additional charges may apply. Booking restrictions and taxes apply.",not_scam,"RentDigs.com NOTICE-style boilerplate + 300sqft placeholder, plausible city pricing"
59,top_new,36202,Kent,WA,1530.0,300,1.0,1.0,3,0.9938333273517967,0.9341874999478954,1,RentDigs.com,Yes,(computed in renderer),"$1,530/mo - Kent - Apartment - must see to believe.","NOTICE: You can now easily reserve our lowest rates available on-line! To unlock these rates, click ""Visit the property's management "" under the Helpful Details section below, and reserve today!Welcome to Extended Stay America, your solution for short term housing. Enjoy a furnished terrific price with free utilities, free cable, free Wi-Fi, no lease to sign, and no credit check! means you won't have to pay extra monthly bills for electric, gas, water, cable, or internet, that could mean a savings of several hundred dollars each month!Each of our furnished, pets allowed studios comes equipped with a refrigerator, stove top, microwave, toaster, and coffee maker. You'll also enjoy our convenient on-site laundry facilities and free grab-and-go breakfast every morning. Housekeeping services are also Additional charges may apply. Booking restrictions and taxes apply.",not_scam,"RentDigs.com NOTICE-style boilerplate + 300sqft placeholder, plausible city pricing"
60,top_new,14973,Denver,CO,1339.0,300,1.0,1.0,3,0.9483111923554804,0.9341874999478954,1,RentDigs.com,Yes,(computed in renderer),"Denver, Great Location, One BR Apartment. Pet OK!","NOTICE: You can now easily reserve our lowest rates available on-line! To unlock these rates, click ""Visit the property's management "" under the Helpful Details section below, and reserve today!Welcome to Extended Stay America, your solution for short term housing. Enjoy a furnished good price with free utilities, free cable, free Wi-Fi, no lease to sign, and no credit check! means you won't have to pay extra monthly bills for electric, gas, water, cable, or internet, that could mean a savings of several hundred dollars each month!Each of our furnished, ok for pets studios comes equipped with a refrigerator, stove top, microwave, toaster, and coffee maker. You'll also enjoy our convenient on-site laundry facilities and free grab-and-go breakfast every morning. Housekeeping services are also Additional charges may apply. Booking restrictions and taxes apply.",not_scam,"RentDigs.com NOTICE-style boilerplate + 300sqft placeholder, plausible city pricing"
